id,firstname,lastname,email,Campus,Promo,Origine,Recrut_salon,moyenne,Abandon,contrat,ecole_origine,entreprise,duree_recrutement
914,Phedra,Stover,Phedra.Stover@supinfo.com,lyon,2020,Estonia,NO,17,no,"alternance ",Kaohsiung,expanscience,10
915,Lyssa,Kauppi,Lyssa.Kauppi@supinfo.com,lyon,2018,French Polynesia,YES,13,no,contrat pro,Kolkata,bouyges,3
916,Sibella,Carri,Sibella.Carri@supinfo.com,montpellier,2016,Egypt,YES,12,no,"stage ",Makati City,javista,4
917,Caryl,Chobot,Caryl.Chobot@supinfo.com,tours,2018,Tunisia,YES,6,no,"stage ",Kaliningrad,oracle,8
918,Petronia,Cadmar,Petronia.Cadmar@supinfo.com,tours,2017,Heard Island and Mcdonald Islands,NO,10,no,N/A,Budapest,societe generale,9
919,Fanchon,Dom,Fanchon.Dom@supinfo.com,paris,2017,Paraguay,YES,2,"yes ","alternance ",Málaga,javista,5
920,Myriam,Elbertina,Myriam.Elbertina@supinfo.com,toulouse,2016,Suriname,NO,2,no,"alternance ",Durango,oracle,4
921,Meg,Nisbet,Meg.Nisbet@supinfo.com,tours,2016,Botswana,NO,6,"yes ","alternance ",Riverside,google,1
922,Roseline,Grayce,Roseline.Grayce@supinfo.com,lille,2020,Christmas Island,NO,14,"yes ","alternance ",Nairobi,oracle,5
923,Bertine,Bibi,Bertine.Bibi@supinfo.com,tour,2021,Trinidad and Tobago,NO,14,"yes ",N/A,Koulikoro,microsoft,3
924,Queenie,Korey,Queenie.Korey@supinfo.com,nantes,2016,Timor-Leste,NO,10,"yes ",N/A,Adak,orange,9
925,Shandie,Kosey,Shandie.Kosey@supinfo.com,lille,2017,Macao,NO,3,no,"alternance ",Beijing,societe generale,4
926,Valeda,Kimmie,Valeda.Kimmie@supinfo.com,tours,2019,Bahrain,NO,16,"yes ","stage ",Jersey City,total,2
927,Nollie,Jalbert,Nollie.Jalbert@supinfo.com,montpellier,2020,Nepal,YES,16,no,contrat pro,Sapporo,societe generale,1
928,Benita,Fry,Benita.Fry@supinfo.com,toulouse,2021,Japan,YES,3,no,"alternance ",Thimphu,ascenci,4
929,Elmira,Jorgan,Elmira.Jorgan@supinfo.com,nantes,2021,Portugal,NO,8,no,"stage ",Chongqing,,4
930,Cacilie,Mathilde,Cacilie.Mathilde@supinfo.com,lille,2019,Estonia,YES,2,no,N/A,Abuja,total,9
931,Sophia,Romelda,Sophia.Romelda@supinfo.com,nantes,2017,Switzerland,YES,14,"yes ","alternance ",Ljubljana,oracle,5
932,Madalyn,Swanhildas,Madalyn.Swanhildas@supinfo.com,lyon,2021,Saint Lucia,NO,6,no,contrat pro,Durango,,6
933,Helsa,Aida,Helsa.Aida@supinfo.com,montpellier,2016,Gabon,YES,18,no,N/A,Toronto,google,1
934,Anallese,Seessel,Anallese.Seessel@supinfo.com,lyon,2019,Niue,NO,13,"yes ",contrat pro,Port Elizabeth,expanscience,10
935,Linet,Greyson,Linet.Greyson@supinfo.com,lille,2017,Mayotte,NO,17,no,N/A,Malé,total,5
936,Karina,Elephus,Karina.Elephus@supinfo.com,toulouse,2018,Argentina,NO,15,"yes ","stage ",Suez,orange,8
937,Natka,Mott,Natka.Mott@supinfo.com,tour,2017,Lebanon,NO,18,"yes ",contrat pro,Boa Vista,ascenci,2
938,Leeanne,Zachary,Leeanne.Zachary@supinfo.com,toulouse,2019,Bangladesh,YES,17,"yes ","alternance ",Barranquilla,societe generale,10
939,Augustine,Burkle,Augustine.Burkle@supinfo.com,toulouse,2021,Libyan Arab Jamahiriya,YES,16,"yes ",N/A,Tampere,cgi,5
940,Cherrita,Kirstin,Cherrita.Kirstin@supinfo.com,nantes,2017,RWANDA,YES,9,"yes ","stage ",Moroni,orange,5
941,Dulcinea,Mathilde,Dulcinea.Mathilde@supinfo.com,paris,2018,Turks and Caicos Islands,YES,10,no,N/A,George Town,bouyges,1
942,Clementine,Shelba,Clementine.Shelba@supinfo.com,nantes,2020,Central African Republic,YES,3,"yes ",contrat pro,Montevideo,microsoft,5
943,Albertina,Diann,Albertina.Diann@supinfo.com,lyon,2020,Niue,YES,4,no,"stage ",Brisbane,bouyges,1
944,Jobi,Alexandr,Jobi.Alexandr@supinfo.com,lille,2021,Haiti,YES,10,"yes ",N/A,Makati City,cgi,4
945,Belva,Briney,Belva.Briney@supinfo.com,nantes,2020,Hong Kong,NO,12,"yes ","alternance ",Sofia,societe generale,4
946,Danny,Corabella,Danny.Corabella@supinfo.com,montpellier,2019,Albania,YES,13,no,N/A,Funafuti,ascenci,4
947,Alex,Buckler,Alex.Buckler@supinfo.com,lille,2020,Morocco,YES,15,no,contrat pro,Lanzhou,javista,5
948,Lorne,Westphal,Lorne.Westphal@supinfo.com,tours,2019,Pitcairn,YES,16,no,contrat pro,Saskatoon,oracle,7
949,Tomasina,Telfer,Tomasina.Telfer@supinfo.com,lyon,2020,Guyana,NO,2,no,contrat pro,New Delhi,societe generale,5
950,Tina,Leopold,Tina.Leopold@supinfo.com,tours,2020,United States Minor Outlying Islands,NO,9,"yes ","alternance ",Guwahati,ascenci,4
951,Cristine,Percy,Cristine.Percy@supinfo.com,lyon,2018,Falkland Islands (Malvinas),YES,11,"yes ","stage ",Tartu,bouyges,4
952,Lory,Leffen,Lory.Leffen@supinfo.com,lyon,2019,Spain,NO,15,"yes ",N/A,Innsbruck,oracle,3
953,Concettina,Celestine,Concettina.Celestine@supinfo.com,lyon,2020,Trinidad and Tobago,YES,10,"yes ","stage ",Rotterdam,cgi,1
954,Britni,Mich,Britni.Mich@supinfo.com,lyon,2021,Saint Pierre and Miquelon,YES,17,no,"stage ",Tianjin,microsoft,4
955,Larine,Fitzsimmons,Larine.Fitzsimmons@supinfo.com,tours,2021,Uganda,YES,3,no,"alternance ",Phuket (city),bnp,8
956,Vonny,Ferino,Vonny.Ferino@supinfo.com,tours,2018,French Southern Territories,YES,6,"yes ",N/A,Los Angeles,javista,5
957,Melina,Joni,Melina.Joni@supinfo.com,tour,2019,"Congo, The Democratic Republic of the",YES,7,"yes ",N/A,Vitória,total,4
958,Janenna,Wildermuth,Janenna.Wildermuth@supinfo.com,montpellier,2017,Gibraltar,YES,11,no,"alternance ",Zanzibar City,javista,7
959,Petronia,Sinegold,Petronia.Sinegold@supinfo.com,tour,2020,Turkey,YES,17,no,contrat pro,Majuro,,4
960,Amii,Morehouse,Amii.Morehouse@supinfo.com,tours,2018,Afghanistan,YES,11,no,"alternance ",Semarang,,4
961,Cam,Libna,Cam.Libna@supinfo.com,toulouse,2019,Bhutan,NO,2,no,contrat pro,Lanzhou,microsoft,3
962,Starla,Boehike,Starla.Boehike@supinfo.com,montpellier,2021,Central African Republic,NO,16,no,"stage ",Santo Domingo,cgi,6
963,Aurore,Maisey,Aurore.Maisey@supinfo.com,tours,2018,Cambodia,YES,4,no,"alternance ",City of San Marino,google,6
964,Millie,Scammon,Millie.Scammon@supinfo.com,paris,2017,Nigeria,YES,10,no,contrat pro,Dongguan,oracle,6
965,Minne,Obed,Minne.Obed@supinfo.com,paris,2018,Myanmar,NO,3,no,"stage ",Amritsar,orange,4
966,Merrie,Adalbert,Merrie.Adalbert@supinfo.com,lyon,2016,Faroe Islands,NO,6,"yes ",contrat pro,Singapore,expanscience,9
967,Hallie,Yuille,Hallie.Yuille@supinfo.com,montpellier,2020,Tonga,NO,7,"yes ","stage ",George Town,microsoft,1
968,Collen,Ethban,Collen.Ethban@supinfo.com,tour,2016,Tajikistan,NO,18,"yes ",N/A,Yekaterinburg,capgemini,8
969,Margette,Bonucci,Margette.Bonucci@supinfo.com,nantes,2017,Bulgaria,NO,5,"yes ",N/A,Almaty,expanscience,5
970,Jere,Marden,Jere.Marden@supinfo.com,lille,2017,Mayotte,NO,3,"yes ","stage ",Guangzhou,bnp,2
971,Isa,Sprage,Isa.Sprage@supinfo.com,nantes,2021,Burundi,YES,4,"yes ","alternance ",Miri,societe generale,8
972,Kirstin,Alwin,Kirstin.Alwin@supinfo.com,lyon,2019,"Virgin Islands, U.S.",YES,14,"yes ","alternance ",Sri Jayawardenapura-Kotte,bouyges,6
973,Brooks,Wu,Brooks.Wu@supinfo.com,tours,2016,Bosnia and Herzegovina,NO,14,"yes ",contrat pro,Berlin,total,7
974,Cam,Gombach,Cam.Gombach@supinfo.com,tour,2018,Antigua and Barbuda,YES,3,"yes ",N/A,Damascus,,9
975,Mildrid,Velick,Mildrid.Velick@supinfo.com,lyon,2017,Burkina Faso,YES,3,no,"alternance ",Ürümqi,microsoft,8
976,Odessa,Marden,Odessa.Marden@supinfo.com,tour,2016,Aruba,YES,4,"yes ","stage ",Kolkata,cgi,8
977,Cassandra,Vale,Cassandra.Vale@supinfo.com,toulouse,2019,Mexico,YES,5,"yes ","alternance ",Bangalore,microsoft,2
978,Corina,Narton,Corina.Narton@supinfo.com,nantes,2016,Liechtenstein,YES,18,no,N/A,Sukhumi,capgemini,6
979,Melisent,Bevin,Melisent.Bevin@supinfo.com,paris,2019,French Polynesia,YES,14,no,contrat pro,Kolkata,ascenci,1
980,Eadie,Orpah,Eadie.Orpah@supinfo.com,paris,2017,French Southern Territories,YES,11,"yes ","alternance ",Ho Chi Minh City,societe generale,1
981,Ingrid,Rossner,Ingrid.Rossner@supinfo.com,tours,2019,Bolivia,NO,6,"yes ","stage ",Los Angeles,ascenci,3
982,Flo,Olin,Flo.Olin@supinfo.com,lille,2018,Mongolia,YES,16,no,"stage ",Whitehorse,societe generale,9
983,Devina,Ardeha,Devina.Ardeha@supinfo.com,tour,2019,Martinique,YES,11,no,N/A,Udon Thani,javista,2
984,Cristabel,Philipp,Cristabel.Philipp@supinfo.com,lyon,2016,Guadeloupe,YES,6,"yes ","alternance ",Lomé,orange,5
985,Jessy,Meter,Jessy.Meter@supinfo.com,montpellier,2018,Samoa,YES,16,no,N/A,Quito,capgemini,10
986,Alameda,Koziara,Alameda.Koziara@supinfo.com,lyon,2016,South Africa,YES,5,no,contrat pro,Taipei,,6
987,Lesly,Kress,Lesly.Kress@supinfo.com,tour,2018,Sierra Leone,YES,12,"yes ","alternance ",Pristina,,5
988,Luci,Holtz,Luci.Holtz@supinfo.com,toulouse,2020,Sudan,YES,8,no,"alternance ",Kota Bharu,expanscience,8
989,Rozele,Land,Rozele.Land@supinfo.com,lille,2016,Zambia,NO,16,"yes ","stage ",Malacca Town,expanscience,8
990,Kylynn,Mayeda,Kylynn.Mayeda@supinfo.com,montpellier,2016,Reunion,NO,17,"yes ",N/A,Kingston,bnp,6
991,Dode,Lytton,Dode.Lytton@supinfo.com,lille,2018,Thailand,YES,6,no,contrat pro,Valparaíso,ascenci,1
992,Rosene,Flyn,Rosene.Flyn@supinfo.com,tour,2016,Kyrgyzstan,YES,18,no,"stage ",Leipzig,,2
993,Averyl,Bettine,Averyl.Bettine@supinfo.com,lyon,2018,Northern Mariana Islands,YES,3,no,"alternance ",Raleigh,bnp,7
994,Brooks,Hunfredo,Brooks.Hunfredo@supinfo.com,toulouse,2016,New Zealand,NO,4,"yes ","alternance ",La Paz,capgemini,2
995,Lanna,Percy,Lanna.Percy@supinfo.com,lyon,2021,Macao,YES,16,no,N/A,Port Elizabeth,cgi,5
996,Libbie,Tomasina,Libbie.Tomasina@supinfo.com,montpellier,2021,Croatia,YES,3,"yes ",contrat pro,Podgorica,javista,6
997,Tina,Jerald,Tina.Jerald@supinfo.com,paris,2021,RWANDA,NO,11,no,"stage ",Saint-Pierre,javista,7
998,Teddie,Masao,Teddie.Masao@supinfo.com,lille,2016,Paraguay,YES,11,"yes ",N/A,Boa Vista,orange,2
999,Mamie,Hamil,Mamie.Hamil@supinfo.com,lille,2018,Papua New Guinea,NO,9,"yes ","stage ",Guatemala City,orange,7
1000,Elie,Pitt,Elie.Pitt@supinfo.com,tour,2017,Antarctica,YES,10,no,N/A,Kigali,bnp,2
1001,Mariann,Sperling,Mariann.Sperling@supinfo.com,lille,2016,Turkey,NO,8,"yes ",contrat pro,Nanjing,societe generale,5
1002,Peri,Susannah,Peri.Susannah@supinfo.com,tours,2017,Northern Mariana Islands,YES,6,"yes ","stage ",Puebla,javista,4
1003,Elena,Lane,Elena.Lane@supinfo.com,nantes,2020,Switzerland,YES,13,no,"alternance ",Lomé,google,7
1004,Michaelina,Llovera,Michaelina.Llovera@supinfo.com,nantes,2018,"Korea, Republic of",YES,15,no,"alternance ",Memphis,cgi,8
1005,Riannon,Tryck,Riannon.Tryck@supinfo.com,montpellier,2021,Svalbard and Jan Mayen,NO,10,no,"stage ",Kanpur,total,4
1006,Caressa,Revkah,Caressa.Revkah@supinfo.com,toulouse,2017,Saint Pierre and Miquelon,NO,13,"yes ",N/A,Leeds,bouyges,9
1007,Taffy,Fosque,Taffy.Fosque@supinfo.com,lille,2018,India,NO,8,no,N/A,George Town,,7
1008,Sherrie,Hourigan,Sherrie.Hourigan@supinfo.com,lyon,2017,Indonesia,YES,3,"yes ","alternance ",Saipan,societe generale,3
1009,Briney,Jeanne,Briney.Jeanne@supinfo.com,lyon,2018,Saint Kitts and Nevis,YES,4,"yes ","alternance ",Dubai,total,4
1010,Dyann,Bohlin,Dyann.Bohlin@supinfo.com,lyon,2021,Gabon,YES,10,no,"stage ",Odessa,expanscience,1
1011,Marinna,Wu,Marinna.Wu@supinfo.com,lille,2018,Luxembourg,YES,8,"yes ",N/A,Boa Vista,google,10
1012,Tina,Ajay,Tina.Ajay@supinfo.com,toulouse,2016,Peru,NO,13,no,"alternance ",Cape Town,javista,8
1013,Elvira,Anton,Elvira.Anton@supinfo.com,toulouse,2018,Madagascar,YES,17,"yes ",N/A,Cayenne,capgemini,5
1014,Rori,Goldina,Rori.Goldina@supinfo.com,lille,2020,India,NO,13,no,contrat pro,Adelaide,expanscience,7
1015,Daune,Durware,Daune.Durware@supinfo.com,lille,2018,India,NO,4,no,contrat pro,Odessa,google,10
1016,Gerrie,Stilwell,Gerrie.Stilwell@supinfo.com,toulouse,2021,Saint Vincent and the Grenadines,NO,10,"yes ",contrat pro,Beijing,capgemini,4
1017,Sonni,Tatianas,Sonni.Tatianas@supinfo.com,paris,2017,Falkland Islands (Malvinas),NO,7,no,N/A,Kingston,microsoft,4
1018,Josephine,Baptlsta,Josephine.Baptlsta@supinfo.com,toulouse,2021,Cayman Islands,YES,18,"yes ",N/A,Mersin,bouyges,4
1019,Di,Whiffen,Di.Whiffen@supinfo.com,tour,2018,Cyprus,YES,8,no,"stage ",Mbabane,bouyges,8
1020,Lisette,Ummersen,Lisette.Ummersen@supinfo.com,lyon,2021,Romania,NO,16,"yes ",contrat pro,Tirana,expanscience,4
1021,Tersina,Holbrook,Tersina.Holbrook@supinfo.com,lyon,2018,Oman,YES,17,"yes ","alternance ",Multan,orange,10
1022,Merrie,Dielu,Merrie.Dielu@supinfo.com,toulouse,2016,Mozambique,NO,14,"yes ",contrat pro,Sana'a,,7
1023,Pearline,Leffen,Pearline.Leffen@supinfo.com,montpellier,2021,Cyprus,YES,7,"yes ","stage ",Batticaloa,orange,2
1024,Wileen,Erlandson,Wileen.Erlandson@supinfo.com,paris,2020,Papua New Guinea,YES,8,no,N/A,Dallas,orange,4
1025,Dominga,Bartlett,Dominga.Bartlett@supinfo.com,lyon,2019,Saint Kitts and Nevis,NO,6,no,N/A,Vientiane,google,5
1026,Devina,Loring,Devina.Loring@supinfo.com,toulouse,2021,Turks and Caicos Islands,YES,5,"yes ","stage ",Valparaíso,oracle,9
1027,Alie,Bultman,Alie.Bultman@supinfo.com,tours,2018,Mauritania,YES,15,"yes ","stage ",Mata-Utu,javista,4
1028,Fanny,Hull,Fanny.Hull@supinfo.com,lyon,2017,Senegal,NO,18,no,N/A,Alor Star,cgi,8
1029,Damaris,Doig,Damaris.Doig@supinfo.com,nantes,2020,Luxembourg,YES,9,"yes ","alternance ",Manaus,google,5
1030,Corene,Duwalt,Corene.Duwalt@supinfo.com,paris,2021,Saint Lucia,NO,7,"yes ",contrat pro,Fukuoka,capgemini,7
1031,Jacquetta,Revkah,Jacquetta.Revkah@supinfo.com,nantes,2017,Saint Lucia,YES,18,no,N/A,Fredericton,societe generale,7
1032,Feliza,Bearnard,Feliza.Bearnard@supinfo.com,tour,2016,"Congo, The Democratic Republic of the",NO,15,no,N/A,Agartala,societe generale,2
1033,Morganica,Talia,Morganica.Talia@supinfo.com,nantes,2020,Saint Kitts and Nevis,NO,6,"yes ",contrat pro,Suez,expanscience,3
1034,Carmela,Gahl,Carmela.Gahl@supinfo.com,paris,2018,Puerto Rico,NO,3,no,"stage ",Cork (city),oracle,4
1035,Pollyanna,Capello,Pollyanna.Capello@supinfo.com,montpellier,2020,Pakistan,YES,15,"yes ","stage ",The Hague,expanscience,5
1036,Lisette,McCutcheon,Lisette.McCutcheon@supinfo.com,lille,2018,Netherlands,YES,15,no,N/A,Curitiba,total,6
1037,Codie,Lipson,Codie.Lipson@supinfo.com,toulouse,2017,India,YES,7,no,N/A,Apia,cgi,5
1038,Corry,Ophelia,Corry.Ophelia@supinfo.com,paris,2018,Senegal,YES,11,no,N/A,Barranquilla,societe generale,2
1039,Annabela,Lory,Annabela.Lory@supinfo.com,nantes,2019,Guernsey,YES,3,"yes ","stage ",San Francisco,google,4
1040,Sharai,Rudolph,Sharai.Rudolph@supinfo.com,nantes,2017,Chad,YES,11,no,"stage ",Jayapura,bnp,5
1041,Frances,Lissi,Frances.Lissi@supinfo.com,tour,2019,Myanmar,YES,8,no,contrat pro,Panama City,societe generale,8
1042,Arlina,Oriana,Arlina.Oriana@supinfo.com,nantes,2018,Palau,NO,11,"yes ",contrat pro,Kobe,bnp,7
1043,Dari,Dielu,Dari.Dielu@supinfo.com,montpellier,2018,Benin,NO,7,"yes ",N/A,Bogotá,bnp,5
1044,Janeczka,Ailyn,Janeczka.Ailyn@supinfo.com,lille,2021,Montserrat,YES,11,no,contrat pro,Hagåtña,microsoft,2
1045,Britte,Cleo,Britte.Cleo@supinfo.com,montpellier,2020,Cayman Islands,NO,3,"yes ","stage ",Brussels,,1
1046,Antonietta,Thad,Antonietta.Thad@supinfo.com,montpellier,2019,South Africa,YES,3,no,"stage ",Belize City,,10
1047,Dorice,Harned,Dorice.Harned@supinfo.com,tours,2016,Central African Republic,YES,7,no,"stage ",Francistown,google,5
1048,Gwenneth,Israeli,Gwenneth.Israeli@supinfo.com,tours,2016,French Guiana,NO,5,"yes ","stage ",Innsbruck,capgemini,7
1049,Madalyn,Markman,Madalyn.Markman@supinfo.com,toulouse,2021,Norfolk Island,YES,7,"yes ","alternance ",Rochester,,2
1050,Ivett,Constancy,Ivett.Constancy@supinfo.com,toulouse,2018,Niue,NO,17,no,"alternance ",Kano,,10
1051,Maye,Denis,Maye.Denis@supinfo.com,lyon,2018,China,YES,8,no,contrat pro,Warsaw,total,7
1052,Raf,Clara,Raf.Clara@supinfo.com,tour,2016,French Guiana,YES,15,no,"alternance ",Kyoto,microsoft,6
1053,Dyann,Friede,Dyann.Friede@supinfo.com,nantes,2017,Qatar,YES,11,no,N/A,Apia,total,4
1054,Leeanne,Alarise,Leeanne.Alarise@supinfo.com,nantes,2018,Cuba,YES,8,no,"alternance ",Kobe,orange,6
1055,Nataline,Tacye,Nataline.Tacye@supinfo.com,montpellier,2016,Holy See (Vatican City State),NO,8,"yes ",contrat pro,Tiraspol,bouyges,2
1056,Renae,Stefa,Renae.Stefa@supinfo.com,lille,2020,Japan,NO,2,no,"stage ",Lusaka,bnp,4
1057,Cam,Ophelia,Cam.Ophelia@supinfo.com,nantes,2019,Philippines,NO,6,"yes ",contrat pro,Concepción,orange,4
1058,Aubrie,Morehouse,Aubrie.Morehouse@supinfo.com,lille,2021,Zimbabwe,YES,18,"yes ",N/A,Madrid,cgi,1
1059,Jacenta,Primalia,Jacenta.Primalia@supinfo.com,toulouse,2019,Papua New Guinea,YES,3,"yes ","alternance ",Santa Cruz de Tenerife,oracle,8
1060,Sashenka,Bollay,Sashenka.Bollay@supinfo.com,tour,2021,Bahrain,YES,12,no,N/A,Tskhinvali,bouyges,10
1061,Dennie,Genna,Dennie.Genna@supinfo.com,montpellier,2020,Cook Islands,NO,13,no,"stage ",Invercargill,societe generale,6
1062,June,Audly,June.Audly@supinfo.com,toulouse,2019,Bosnia and Herzegovina,YES,10,no,contrat pro,Bandar Seri Begawan,total,2
1063,Nonnah,Socha,Nonnah.Socha@supinfo.com,tours,2019,Honduras,YES,2,"yes ","alternance ",Rochester,ascenci,5
1064,Briney,Pitt,Briney.Pitt@supinfo.com,tour,2017,Pakistan,NO,6,no,contrat pro,Bratsk,google,9
1065,Trixi,Kazimir,Trixi.Kazimir@supinfo.com,nantes,2020,Sierra Leone,NO,2,"yes ","stage ",New York City,google,7
1066,Courtnay,Cosenza,Courtnay.Cosenza@supinfo.com,toulouse,2021,Afghanistan,NO,11,"yes ",contrat pro,Seville,bouyges,3
1067,Ketti,Taam,Ketti.Taam@supinfo.com,nantes,2018,Trinidad and Tobago,NO,14,"yes ","stage ",Brisbane,expanscience,9
1068,Dagmar,Bury,Dagmar.Bury@supinfo.com,nantes,2019,Egypt,NO,2,no,contrat pro,Tagbilaran,google,5
1069,Trudie,Kimmie,Trudie.Kimmie@supinfo.com,lille,2019,Viet Nam,NO,10,"yes ","stage ",Dededo,,2
1070,Danny,Morehouse,Danny.Morehouse@supinfo.com,paris,2021,Uganda,YES,11,no,"stage ",Indianapolis,total,4
1071,Flo,Chrystel,Flo.Chrystel@supinfo.com,lille,2018,Svalbard and Jan Mayen,NO,14,no,"alternance ",Manzini,javista,1
1072,Roz,Mitzi,Roz.Mitzi@supinfo.com,toulouse,2017,Mali,YES,7,"yes ","alternance ",Alor Star,societe generale,5
1073,Goldie,Pandolfi,Goldie.Pandolfi@supinfo.com,nantes,2019,Falkland Islands (Malvinas),NO,4,no,contrat pro,Rochester,oracle,10
1074,Robinia,Bach,Robinia.Bach@supinfo.com,montpellier,2016,Guadeloupe,YES,11,"yes ","stage ",Pune,orange,8
1075,Aigneis,Larochelle,Aigneis.Larochelle@supinfo.com,paris,2018,Aruba,YES,10,no,contrat pro,Bergen,microsoft,8
1076,Angela,Ricki,Angela.Ricki@supinfo.com,lille,2020,"Macedonia, The Former Yugoslav Republic of",NO,8,no,"stage ",New Delhi,societe generale,9
1077,Meghann,Durante,Meghann.Durante@supinfo.com,tours,2018,Svalbard and Jan Mayen,NO,18,no,N/A,Kunming,total,9
1078,Gratia,Sharl,Gratia.Sharl@supinfo.com,tours,2020,Iceland,NO,4,no,contrat pro,Bishkek,orange,9
1079,Vonny,Johanna,Vonny.Johanna@supinfo.com,toulouse,2021,Grenada,YES,17,no,N/A,Wellington,bouyges,4
1080,Tonia,Scammon,Tonia.Scammon@supinfo.com,montpellier,2019,Tonga,YES,4,no,N/A,Tabriz,cgi,1
1081,Cathyleen,Mozelle,Cathyleen.Mozelle@supinfo.com,tours,2020,Poland,YES,15,"yes ",contrat pro,Podgorica,orange,10
1082,Sabina,Cynar,Sabina.Cynar@supinfo.com,paris,2021,Jamaica,NO,14,no,N/A,Ponta Delgada,capgemini,10
1083,Alyssa,Ochs,Alyssa.Ochs@supinfo.com,tour,2016,San Marino,NO,12,no,contrat pro,St. John's,javista,1
1084,Kore,Grayce,Kore.Grayce@supinfo.com,tour,2016,Bolivia,YES,5,no,contrat pro,Norilsk,expanscience,1
1085,Joane,Uird,Joane.Uird@supinfo.com,tours,2017,Dominica,NO,5,"yes ","stage ",Hat Yai,,6
1086,Yetty,Gordon,Yetty.Gordon@supinfo.com,tour,2018,Turkey,YES,18,no,"alternance ",Kolkata,javista,8
1087,Aili,Bandeen,Aili.Bandeen@supinfo.com,montpellier,2017,Gambia,YES,5,no,contrat pro,Rome,orange,8
1088,Belva,Chandler,Belva.Chandler@supinfo.com,montpellier,2018,Saint Lucia,NO,7,"yes ",N/A,Tirana,google,3
1089,Ronna,Jobi,Ronna.Jobi@supinfo.com,nantes,2018,Botswana,NO,10,no,"alternance ",Dar es Salaam,google,2
1090,Elmira,Sisile,Elmira.Sisile@supinfo.com,montpellier,2016,United Arab Emirates,YES,13,"yes ",N/A,Incheon,bnp,4
1091,Mellicent,Prober,Mellicent.Prober@supinfo.com,lille,2016,Trinidad and Tobago,YES,18,"yes ",N/A,Tartu,bnp,8
1092,Drucie,Sibyls,Drucie.Sibyls@supinfo.com,tour,2017,Togo,YES,6,"yes ","stage ",Kabul,capgemini,10
1093,Lenna,Lumbard,Lenna.Lumbard@supinfo.com,lyon,2020,Syrian Arab Republic,YES,6,"yes ","stage ",Virginia Beach,google,7
1094,Dawn,Fabiola,Dawn.Fabiola@supinfo.com,tours,2016,"Lao People""S Democratic Republic",YES,4,no,contrat pro,Palikir,bouyges,4
1095,Nariko,Trey,Nariko.Trey@supinfo.com,toulouse,2016,Ukraine,YES,15,"yes ",contrat pro,Bucharest,capgemini,9
1096,Elise,Lumbard,Elise.Lumbard@supinfo.com,paris,2017,Guatemala,YES,6,"yes ","stage ",Padang,capgemini,8
1097,Adele,Juliet,Adele.Juliet@supinfo.com,toulouse,2020,Bolivia,YES,5,"yes ","alternance ",Libreville,societe generale,9
1098,Tiffie,Aida,Tiffie.Aida@supinfo.com,lille,2021,Mauritania,YES,7,no,N/A,Freetown,expanscience,7
1099,Mara,Kaja,Mara.Kaja@supinfo.com,lyon,2016,Morocco,YES,2,no,"stage ",Phoenix,oracle,3
